[
    [2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2],
    [2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2],
    [2,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,2],
    [2,0,0,0,3,9,0,0,0,0,0,3,4,4,4,4,4,9,0,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2],
    [2,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2],
    [2,0,0,3,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,2],
    [2,0,0,0,0,0,0,0,0,0,7,0,0,7,0,6,0,0,0,2],
    [2,0,0,0,0,0,0,0,3,4,4,4,4,4,4,9,0,0,0,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,2],
    [2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2],
    [2,0,0,0,0,0,0,6,0,4,8,8,8,8,4,2,2,4,8,2],
    [2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2]
]
